"date","close.spy","close.tlt","fed.rate"
2003-07-14,100.73,89.75,NA
2003-07-15,100.51,87.65,NA
2003-07-16,99.92,88.15,1.02
2003-07-17,98.5,87.88,NA
2003-07-18,99.51,87.7,NA
2003-07-21,98.28,85.84,NA
2003-07-22,99.17,86.26,NA
2003-07-23,99.24,86.55,1.01
2003-07-24,98.49,85.79,NA
2003-07-25,100.23,85.56,NA
2003-07-28,99.86,84.41,NA
2003-07-29,99.4,83.26,NA
2003-07-30,99.16,84.2,1.04
2003-07-31,99.39,82.95,NA
2003-08-01,98.51,82.51,NA
2003-08-04,98.51,83.22,NA
2003-08-05,96.42,82.03,NA
2003-08-06,96.98,83.65,0.97
2003-08-07,98,84,NA
2003-08-08,98.28,83.66,NA
2003-08-11,98.65,83.24,NA
2003-08-12,99.55,82.85,NA
2003-08-13,99.04,81.25,0.98
2003-08-14,99.42,82.05,NA
2003-08-15,99.62,82,NA
2003-08-18,100.48,82.38,NA
2003-08-19,100.86,83.65,NA
2003-08-20,100.45,83.2,1.18
2003-08-21,100.77,83,NA
2003-08-22,99.77,83.37,NA
2003-08-25,99.93,82.72,NA
2003-08-26,100.11,83.37,NA
2003-08-27,100.14,82.99,1
2003-08-28,100.76,83.85,NA
2003-08-29,101.44,83.65,NA
2003-09-02,102.8,82.06,NA
2003-09-03,103.36,82.19,1.01
2003-09-04,103.41,82.65,NA
2003-09-05,102.83,84.07,NA
2003-09-08,103.68,83.2,NA
2003-09-09,103,83.8,NA
2003-09-10,101.96,84.65,0.96
2003-09-11,102.26,84.1,NA
2003-09-12,102.45,84.68,NA
2003-09-15,102.09,84.55,NA
2003-09-16,103.58,84.42,NA
2003-09-17,103.38,85.47,1.02
2003-09-18,104.6,85.53,NA
2003-09-19,103.67,85.63,NA
2003-09-22,102.55,84.95,NA
2003-09-23,102.94,85.53,NA
2003-09-24,101.11,86.27,1
2003-09-25,100.28,86.7,NA
2003-09-26,99.95,87.48,NA
2003-09-29,100.93,86.78,NA
2003-09-30,99.95,88.22,NA
2003-10-01,102.08,87.52,1.07
2003-10-02,102.48,87.12,NA
2003-10-03,103.39,85.29,NA
2003-10-06,103.86,85.66,NA
2003-10-07,104.26,84.67,NA
2003-10-08,104,84.65,0.99
2003-10-09,104.28,84.05,NA
2003-10-10,104.57,84.55,NA
2003-10-13,104.9,84.22,NA
2003-10-14,105.26,83.64,NA
2003-10-15,104.99,83.23,1.03
2003-10-16,105.41,82.9,NA
2003-10-17,104.26,83.54,NA
2003-10-20,105.04,83.82,NA
2003-10-21,104.86,84.13,NA
2003-10-22,103.54,84.95,1
2003-10-23,103.35,84.33,NA
2003-10-24,103.58,85.27,NA
2003-10-27,103.63,85.1,NA
2003-10-28,105.04,85.55,NA
2003-10-29,105.18,84.78,1
2003-10-30,105.4,84.4,NA
2003-10-31,105.3,85.19,NA
2003-11-03,105.99,84.44,NA
2003-11-04,105.83,84.92,NA
2003-11-05,105.95,84.34,1.01
2003-11-06,106.4,83.55,NA
2003-11-07,105.66,83.5,NA
2003-11-10,105.18,83.43,NA
2003-11-11,105.15,83.44,NA
2003-11-12,106.33,84.05,0.99
2003-11-13,106.36,85.35,NA
2003-11-14,105.46,85.92,NA
2003-11-17,104.93,86.05,NA
2003-11-18,103.82,86.58,NA
2003-11-19,104.72,85.62,0.99
2003-11-20,103.78,86.45,NA
2003-11-21,104.25,86.5,NA
2003-11-24,105.59,85.79,NA
2003-11-25,105.99,86.26,NA
2003-11-26,106.37,85.91,0.99
2003-11-28,106.5,85.13,NA
2003-12-01,107.59,84.24,NA
2003-12-02,107.38,84.6,NA
2003-12-03,107.18,84.26,1
2003-12-04,107.6,84.45,NA
2003-12-05,106.82,85.8,NA
2003-12-08,107.57,85.2,NA
2003-12-09,106.74,84.6,NA
2003-12-10,106.73,84.74,0.98
2003-12-11,107.96,85.35,NA
2003-12-12,108.14,85.51,NA
2003-12-15,107.6,85.46,NA
2003-12-16,108.16,85.74,NA
2003-12-17,108.5,86.32,1
2003-12-18,109.72,87.1,NA
2003-12-19,108.93,87.07,NA
2003-12-22,109.66,86.83,NA
2003-12-23,109.73,85.85,NA
2003-12-24,109.62,86.66,0.99
2003-12-26,109.7,86.98,NA
2003-12-29,111.16,86.2,NA
2003-12-30,111.18,85.85,NA
2003-12-31,111.28,85.45,0.96
2004-01-02,111.23,84.44,NA
2004-01-05,112.44,84.22,NA
2004-01-06,112.55,85.15,NA
2004-01-07,112.93,85.49,0.97
2004-01-08,113.38,85.46,NA
2004-01-09,112.39,86.95,NA
2004-01-12,113.21,86.88,NA
2004-01-13,112.56,87.47,NA
2004-01-14,113.53,87.9,0.99
2004-01-15,113.78,88.23,NA
2004-01-16,114.23,87.61,NA
2004-01-20,114.2,87.59,NA
2004-01-21,115.05,87.8,1
2004-01-22,114.84,88.44,NA
2004-01-23,114.43,87.38,NA
2004-01-26,115.87,86.85,NA
2004-01-27,114.68,87.39,NA
2004-01-28,113.33,86.62,1.02
2004-01-29,113.48,86.44,NA
2004-01-30,113.48,87.04,NA
2004-02-02,113.9,86.5,NA
2004-02-03,113.78,86.94,NA
2004-02-04,112.84,86.77,1.01
2004-02-05,113.18,86.43,NA
2004-02-06,114.45,87.38,NA
2004-02-09,114.53,87.64,NA
2004-02-10,114.85,87.15,NA
2004-02-11,116.07,87.8,1
2004-02-12,115.65,87.43,NA
2004-02-13,115.13,87.8,NA
2004-02-17,116.17,87.74,NA
2004-02-18,115.67,87.86,1.01
2004-02-19,115.23,87.95,NA
2004-02-20,114.89,87.34,NA
2004-02-23,114.59,87.88,NA
2004-02-24,114.39,88.04,NA
2004-02-25,114.91,88.18,1
2004-02-26,114.94,87.9,NA
2004-02-27,115.09,88.66,NA
2004-03-01,116.12,88.27,NA
2004-03-02,115.48,87.71,NA
2004-03-03,115.64,87.55,1.03
2004-03-04,115.99,87.94,NA
2004-03-05,116.38,89.64,NA
2004-03-08,114.96,90.17,NA
2004-03-09,114.5,90.77,NA
2004-03-10,112.58,90.71,1
2004-03-11,111.12,90.84,NA
2004-03-12,112.58,90.28,NA
2004-03-15,111.2,90.43,NA
2004-03-16,111.79,91.18,NA
2004-03-17,113.04,91.03,1
2004-03-18,113.07,90.55,NA
2004-03-19,111.09,90.43,NA
2004-03-22,109.65,90.98,NA
2004-03-23,109.46,91.14,NA
2004-03-24,109.53,91.09,0.99
2004-03-25,111.05,90.74,NA
2004-03-26,111.03,89.78,NA
2004-03-29,112.59,89.18,NA
2004-03-30,112.97,89.12,NA
2004-03-31,113.16,89.55,1.01
2004-04-01,113.78,88.91,NA
2004-04-02,114.64,86.71,NA
2004-04-05,115.26,86.03,NA
2004-04-06,114.88,86.5,NA
2004-04-07,114.63,86.3,1.01
2004-04-08,114.37,86.05,NA
2004-04-12,114.82,85.74,NA
2004-04-13,113.21,84.81,NA
2004-04-14,113.42,84.74,1.01
2004-04-15,112.95,84.24,NA
2004-04-16,113.87,84.56,NA
2004-04-19,113.83,84.38,NA
2004-04-20,111.92,83.61,NA
2004-04-21,112.67,84.02,1
2004-04-22,114.18,84.52,NA
2004-04-23,114.36,84.04,NA
2004-04-26,114.25,84.18,NA
2004-04-27,114.23,84.5,NA
2004-04-28,112.82,83.71,1
2004-04-29,111.83,83.3,NA
2004-04-30,110.96,83.64,NA
2004-05-03,112.15,83.42,NA
2004-05-04,112.09,82.85,NA
2004-05-05,112.78,82.62,1.02
2004-05-06,111.81,82.4,NA
2004-05-07,109.96,81.32,NA
2004-05-10,108.83,81.13,NA
2004-05-11,109.75,81.5,NA
2004-05-12,110.48,80.96,0.99
2004-05-13,109.99,80.65,NA
2004-05-14,110.04,81.31,NA
2004-05-17,109.1,82.03,NA
2004-05-18,109.65,81.71,NA
2004-05-19,109.27,81.44,1.02
2004-05-20,109.63,82.07,NA
2004-05-21,109.84,81.74,NA
2004-05-24,110.27,82,NA
2004-05-25,111.85,82.24,NA
2004-05-26,112.24,82.68,0.99
2004-05-27,112.87,83.33,NA
2004-05-28,112.86,83.1,NA
2004-06-01,112.71,82.02,NA
2004-06-02,113.13,81.81,1.01
2004-06-03,112.07,81.98,NA
2004-06-04,112.98,81.5,NA
2004-06-07,114.7,81.52,NA
2004-06-08,114.86,81.67,NA
2004-06-09,113.79,81.32,0.99
2004-06-10,114.29,81.48,NA
2004-06-14,113.22,80.83,NA
2004-06-15,114.02,82.54,NA
2004-06-16,114,82.22,1.01
2004-06-17,113.83,82.76,NA
2004-06-18,113.63,82.58,NA
2004-06-21,113.2,82.64,NA
2004-06-22,113.75,82.39,NA
2004-06-23,114.75,82.55,1
2004-06-24,114.41,83.05,NA
2004-06-25,113.77,83.13,NA
2004-06-28,113.49,82.28,NA
2004-06-29,113.92,82.8,NA
2004-06-30,114.53,83.65,1.11
2004-07-01,112.94,83.47,NA
2004-07-02,112.88,84.35,NA
2004-07-06,111.85,84.21,NA
2004-07-07,112.22,84.24,1.28
2004-07-08,111.42,84.29,NA
2004-07-09,111.73,84.38,NA
2004-07-12,111.78,84.5,NA
2004-07-13,111.86,84.25,NA
2004-07-14,111.52,84.28,1.25
2004-07-15,110.76,84.37,NA
2004-07-16,110.69,85.49,NA
2004-07-19,110.24,85.55,NA
2004-07-20,111.67,84.78,NA
2004-07-21,109.58,84.55,1.25
2004-07-22,109.84,84.67,NA
2004-07-23,108.96,84.95,NA
2004-07-26,108.73,84.55,NA
2004-07-27,109.77,83.41,NA
2004-07-28,110.1,83.42,1.26
2004-07-29,110.57,83.61,NA
2004-07-30,110.82,84.59,NA
2004-08-02,111.07,84.37,NA
2004-08-03,110.26,84.71,NA
2004-08-04,110.2,84.75,1.27
2004-08-05,108.41,84.99,NA
2004-08-06,106.85,86.42,NA
2004-08-09,107,86.12,NA
2004-08-10,108.22,85.81,NA
2004-08-11,108.16,86.18,1.36
2004-08-12,106.96,86.36,NA
2004-08-13,107.19,86.64,NA
2004-08-16,108.3,86.34,NA
2004-08-17,108.91,86.83,NA
2004-08-18,110.03,86.41,1.42
2004-08-19,109.71,86.62,NA
2004-08-20,110.44,86.54,NA
2004-08-23,110.23,86.05,NA
2004-08-24,110.35,86.09,NA
2004-08-25,111.04,86.39,1.51
2004-08-26,111.1,86.88,NA
2004-08-27,111.45,86.82,NA
2004-08-30,110.53,87.23,NA
2004-08-31,111.13,87.77,NA
2004-09-01,111.32,87.51,1.53
2004-09-02,112.58,86.65,NA
2004-09-03,112.12,86.66,NA
2004-09-07,112.86,86.57,NA
2004-09-08,112.58,87.3,1.5
2004-09-09,112.48,86.97,NA
2004-09-10,113.06,87.1,NA
2004-09-13,113.47,87.48,NA
2004-09-14,113.65,87.57,NA
2004-09-15,112.8,87.37,1.49
2004-09-16,113.14,88.36,NA
2004-09-17,113.15,87.92,NA
2004-09-20,112.47,88.5,NA
2004-09-21,112.99,88.76,NA
2004-09-22,111.51,89.68,1.64
2004-09-23,110.95,89.32,NA
2004-09-24,111.46,89.43,NA
2004-09-27,110.75,89.82,NA
2004-09-28,111.28,89.46,NA
2004-09-29,111.84,88.59,1.76
2004-09-30,111.76,88.25,NA
2004-10-01,113.65,87.45,NA
2004-10-04,113.81,87.58,NA
2004-10-05,113.91,87.58,NA
2004-10-06,114.62,87.18,1.82
2004-10-07,113.48,86.8,NA
2004-10-08,112.51,87.95,NA
2004-10-11,112.97,88.04,NA
2004-10-12,112.53,88.24,NA
2004-10-13,111.54,88.56,1.73
2004-10-14,110.64,88.98,NA
2004-10-15,111.26,88.67,NA
2004-10-18,111.7,88.71,NA
2004-10-19,110.74,88.94,NA
2004-10-20,110.52,89.55,1.76
2004-10-21,111.24,89.61,NA
2004-10-22,109.99,89.82,NA
2004-10-25,109.91,89.89,NA
2004-10-26,111.54,89.62,NA
2004-10-27,112.88,88.74,1.74
2004-10-28,113.24,89.03,NA
2004-10-29,113.2,89.44,NA
2004-11-01,113.51,88.52,NA
2004-11-02,113.55,88.65,NA
2004-11-03,115,88.69,1.78
2004-11-04,116.56,88.78,NA
2004-11-05,117.28,87.81,NA
2004-11-08,117.11,87.5,NA
2004-11-09,116.88,87.45,NA
2004-11-10,116.97,87.12,1.79
2004-11-11,117.86,86.93,NA
2004-11-12,118.79,87.87,NA
2004-11-15,118.73,87.95,NA
2004-11-16,117.84,87.95,NA
2004-11-17,118.58,88.7,2
2004-11-18,118.74,88.97,NA
2004-11-19,117.42,88.26,NA
2004-11-22,117.98,88.72,NA
2004-11-23,118.2,88.83,NA
2004-11-24,118.47,88.83,2
2004-11-26,118.3,88.25,NA
2004-11-29,117.83,87.31,NA
2004-11-30,117.89,86.94,NA
2004-12-01,119.23,86.45,2.02
2004-12-02,119.33,86.1,NA
2004-12-03,119.25,87.44,NA
2004-12-06,119.21,87.74,NA
2004-12-07,118.1,87.85,NA
2004-12-08,118.73,89.22,2
2004-12-09,119.22,88.63,NA
2004-12-10,119.35,88.85,NA
2004-12-13,120.37,89.04,NA
2004-12-14,120.79,89.39,NA
2004-12-15,120.88,90.2,2.15
2004-12-16,120.81,88.87,NA
2004-12-17,119.44,88.75,NA
2004-12-20,119.47,88.91,NA
2004-12-21,120.39,89.18,NA
2004-12-22,120.68,88.88,2.24
2004-12-23,120.77,88.59,NA
2004-12-27,120.52,87.9,NA
2004-12-28,121.18,87.83,NA
2004-12-29,121.36,87.74,2.27
2004-12-30,121.13,88.33,NA
2004-12-31,120.87,88.55,NA
2005-01-03,120.3,88.74,NA
2005-01-04,118.73,87.81,NA
2005-01-05,118.01,88.28,2.14
2005-01-06,118.61,88.34,NA
2005-01-07,118.44,88.54,NA
2005-01-10,119,88.68,NA
2005-01-11,118.18,89.2,NA
2005-01-12,118.57,89.32,2.25
2005-01-13,117.62,90.18,NA
2005-01-14,118.24,90.17,NA
2005-01-18,119.47,90.47,NA
2005-01-19,118.22,90.7,2.28
2005-01-20,117.5,90.91,NA
2005-01-21,116.78,91.01,NA
2005-01-24,116.55,91.4,NA
2005-01-25,116.88,90.54,NA
2005-01-26,117.23,90.71,2.27
2005-01-27,117.43,90.54,NA
2005-01-28,117.43,91.45,NA
2005-01-31,118.16,91.71,NA
2005-02-01,118.91,91.22,NA
2005-02-02,119.27,91.43,2.43
2005-02-03,118.96,91.38,NA
2005-02-04,120.23,92.65,NA
2005-02-07,120.07,93.34,NA
2005-02-08,120.21,93.87,NA
2005-02-09,119.31,94.12,2.5
2005-02-10,119.74,92.85,NA
2005-02-11,120.77,92.79,NA
2005-02-14,120.68,93.08,NA
2005-02-15,121.13,92.61,NA
2005-02-16,121.19,92.26,2.5
2005-02-17,120.23,91.68,NA
2005-02-18,120.4,90.86,NA
2005-02-22,118.6,90.46,NA
2005-02-23,119.45,90.76,2.52
2005-02-24,120.24,90.56,NA
2005-02-25,121.43,91,NA
2005-02-28,120.63,90.02,NA
2005-03-01,121.23,89.71,NA
2005-03-02,121.17,89.59,2.51
2005-03-03,121.22,89.54,NA
2005-03-04,122.73,90.51,NA
2005-03-07,122.79,90.87,NA
2005-03-08,122.33,90.01,NA
2005-03-09,120.97,88.54,2.5
2005-03-10,121.24,89.08,NA
2005-03-11,120.39,88.43,NA
2005-03-14,121.14,88.96,NA
2005-03-15,120.14,88.4,NA
2005-03-16,119.12,88.94,2.55
2005-03-17,119.36,89.23,NA
2005-03-18,118.54,88.67,NA
2005-03-21,118.1,88.42,NA
2005-03-22,116.9,87.68,NA
2005-03-23,117,88.09,2.71
2005-03-24,117.14,88.2,NA
2005-03-28,117.31,87.73,NA
2005-03-29,116.53,88.25,NA
2005-03-30,118.2,88.69,2.77
2005-03-31,117.96,89.33,NA
2005-04-01,117.38,89.3,NA
2005-04-04,117.63,89.28,NA
2005-04-05,118.17,89.05,NA
2005-04-06,118.6,89.36,2.81
2005-04-07,119.24,88.64,NA
2005-04-08,118,88.95,NA
2005-04-11,118.09,89.43,NA
2005-04-12,118.71,90.26,NA
2005-04-13,117.3,90.04,2.76
2005-04-14,115.77,89.9,NA
2005-04-15,114.15,91.09,NA
2005-04-18,114.5,91.03,NA
2005-04-19,115.41,91.9,NA
2005-04-20,113.8,91.67,2.78
2005-04-21,116.01,90.71,NA
2005-04-22,115.57,91.47,NA
2005-04-25,116.33,91.74,NA
2005-04-26,115.2,91.6,NA
2005-04-27,115.65,91.92,2.74
2005-04-28,114.2,92.6,NA
2005-04-29,115.75,92.44,NA
2005-05-02,116.4,92.09,NA
2005-05-03,116.6,92.34,NA
2005-05-04,117.5,91.52,2.96
2005-05-05,117.46,91.74,NA
2005-05-06,117.09,91.06,NA
2005-05-09,117.82,91.15,NA
2005-05-10,116.6,91.8,NA
2005-05-11,117.24,92.08,2.99
2005-05-12,115.95,92.44,NA
2005-05-13,115.72,92.84,NA
2005-05-16,116.79,92.69,NA
2005-05-17,117.58,92.95,NA
2005-05-18,118.82,93.57,3.01
2005-05-19,119.28,93.33,NA
2005-05-20,119.12,93.44,NA
2005-05-23,119.76,94.17,NA
2005-05-24,119.5,94.43,NA
2005-05-25,119.42,93.77,3.01
2005-05-26,120,93.72,NA
2005-05-27,120.25,93.84,NA
2005-05-31,119.48,95,NA
2005-06-01,120.53,95.81,3.02
2005-06-02,120.76,96.04,NA
2005-06-03,120.15,95.25,NA
2005-06-06,120.05,95.75,NA
2005-06-07,120.13,96.51,NA
2005-06-08,119.93,96.05,2.98
2005-06-09,120.48,95.97,NA
2005-06-10,120.19,94.89,NA
2005-06-13,120.61,94.28,NA
2005-06-14,120.86,93.7,NA
2005-06-15,121.09,93.87,3.02
2005-06-16,121.41,94.34,NA
2005-06-17,121.36,94.33,NA
2005-06-20,121.4,94.17,NA
2005-06-21,121.54,94.86,NA
2005-06-22,121.59,96.01,2.98
2005-06-23,119.86,95.91,NA
2005-06-24,118.98,96.39,NA
2005-06-27,119.15,96.65,NA
2005-06-28,120.15,95.99,NA
2005-06-29,119.8,95.84,3.11
2005-06-30,119.18,96.7,NA
2005-07-01,119.53,95.2,NA
2005-07-05,120.45,94.27,NA
2005-07-06,119.48,94.82,3.29
2005-07-07,119.95,95.02,NA
2005-07-08,121.32,94.63,NA
2005-07-11,121.94,94.63,NA
2005-07-12,122.26,94.1,NA
2005-07-13,122.43,93.96,3.22
2005-07-14,122.91,93.72,NA
2005-07-15,122.84,93.97,NA
2005-07-18,122.35,93.27,NA
2005-07-19,123.02,93.63,NA
2005-07-20,123.44,94.11,3.26
2005-07-21,122.72,92.83,NA
2005-07-22,123.54,93.55,NA
2005-07-25,123.19,93.21,NA
2005-07-26,123.34,93.36,NA
2005-07-27,123.8,93.21,3.26
2005-07-28,124.57,94.04,NA
2005-07-29,123.74,93.11,NA
2005-08-01,123.61,92.42,NA
2005-08-02,124.4,92.12,NA
2005-08-03,124.72,92.57,3.29
2005-08-04,123.72,92.38,NA
2005-08-05,122.88,91.66,NA
2005-08-08,122.65,91.49,NA
2005-08-09,123.37,91.83,NA
2005-08-10,123.34,91.73,3.48
2005-08-11,123.84,92.37,NA
2005-08-12,123.06,93.31,NA
2005-08-15,123.82,93.07,NA
2005-08-16,122.17,93.72,NA
2005-08-17,122.2,93.1,3.54
2005-08-18,122.18,93.79,NA
2005-08-19,122.47,93.78,NA
2005-08-22,122.47,93.68,NA
2005-08-23,122.23,94.11,NA
2005-08-24,121.15,94.2,3.52
2005-08-25,121.55,94.5,NA
2005-08-26,120.76,94.47,NA
2005-08-29,121.69,94.59,NA
2005-08-30,121.05,95.19,NA
2005-08-31,122.58,95.99,3.55
2005-09-01,122.49,95.08,NA
2005-09-02,122.27,95.16,NA
2005-09-06,123.7,94.49,NA
2005-09-07,123.91,93.6,3.51
2005-09-08,123.5,93.7,NA
2005-09-09,124.6,94,NA
2005-09-12,124.34,93.35,NA
2005-09-13,123.66,93.84,NA
2005-09-14,123.21,93.48,3.49
2005-09-15,123.15,92.71,NA
2005-09-16,123.5,92.1,NA
2005-09-19,123.09,92.3,NA
2005-09-20,122.05,92.54,NA
2005-09-21,120.91,93.4,3.65
2005-09-22,121.34,93.31,NA
2005-09-23,121.44,92.61,NA
2005-09-26,121.58,92.19,NA
2005-09-27,121.55,92.32,NA
2005-09-28,121.67,92.94,3.77
2005-09-29,122.66,92.52,NA
2005-09-30,123.04,92.2,NA
2005-10-03,122.6,91.12,NA
2005-10-04,121.22,91.42,NA
2005-10-05,119.63,91.82,3.85
2005-10-06,119.2,91.47,NA
2005-10-07,119.59,91.84,NA
2005-10-10,118.57,91.78,NA
2005-10-11,118.43,91.53,NA
2005-10-12,117.5,90.7,3.68
2005-10-13,117.43,90.37,NA
2005-10-14,118.67,90.26,NA
2005-10-17,119.13,90.21,NA
2005-10-18,117.82,90.31,NA
2005-10-19,119.78,90.35,3.76
2005-10-20,117.67,90.59,NA
2005-10-21,118.13,91.43,NA
2005-10-24,119.96,90.72,NA
2005-10-25,119.72,89.94,NA
2005-10-26,119.41,89.28,3.76
2005-10-27,118.1,89.6,NA
2005-10-28,119.8,89.59,NA
2005-10-31,120.13,89.78,NA
2005-11-01,120.49,89.28,NA
2005-11-02,121.75,88.86,3.94
2005-11-03,122.27,88.26,NA
2005-11-04,122.11,88.12,NA
2005-11-07,122.23,88.42,NA
2005-11-08,122.23,89.28,NA
2005-11-09,122.39,88.36,4
2005-11-10,123.34,89.44,NA
2005-11-11,123.76,89.49,NA
2005-11-14,123.69,88.81,NA
2005-11-15,123.24,89.4,NA
2005-11-16,123.49,90.36,3.98
2005-11-17,124.64,90.56,NA
2005-11-18,125.13,90.14,NA
2005-11-21,125.76,90.41,NA
2005-11-22,126.3,90.53,NA
2005-11-23,127.03,90.18,4
2005-11-25,127.13,90.51,NA
2005-11-28,126.23,90.96,NA
2005-11-29,126.09,90.1,NA
2005-11-30,125.41,90,4.02
2005-12-01,126.69,89.47,NA
2005-12-02,126.85,89.5,NA
2005-12-05,126.63,89.1,NA
2005-12-06,126.82,90.01,NA
2005-12-07,126.08,89.67,4
2005-12-08,126,90.25,NA
2005-12-09,126.33,89.54,NA
2005-12-12,126.45,89.37,NA
2005-12-13,127.31,89.7,NA
2005-12-14,127.81,90.62,4.19
2005-12-15,127.44,90.4,NA
2005-12-16,126.36,90.7,NA
2005-12-19,125.71,90.79,NA
2005-12-20,125.83,90.68,NA
2005-12-21,126.03,90.52,4.24
2005-12-22,126.69,91.24,NA
2005-12-23,126.76,91.8,NA
2005-12-27,125.47,92.55,NA
2005-12-28,125.75,91.91,4.22
2005-12-29,125.19,92.1,NA
2005-12-30,124.51,91.9,NA
2006-01-03,126.7,91.78,NA
2006-01-04,127.3,92.06,4.16
2006-01-05,127.38,91.92,NA
2006-01-06,128.44,91.72,NA
2006-01-09,128.77,91.78,NA
2006-01-10,128.9,91.04,NA
2006-01-11,129.31,90.89,4.23
2006-01-12,128.8,91.5,NA
2006-01-13,128.68,92.03,NA
2006-01-17,128.33,92.44,NA
2006-01-18,127.82,92.41,4.29
2006-01-19,128.31,92.14,NA
2006-01-20,125.97,92.38,NA
2006-01-23,126.42,92.35,NA
2006-01-24,126.55,91.9,NA
2006-01-25,126.66,90.9,4.26
2006-01-26,127.36,90.51,NA
2006-01-27,128.54,90.51,NA
2006-01-30,128.44,90.42,NA
2006-01-31,127.5,90.67,NA
2006-02-01,128.39,90.04,4.44
2006-02-02,126.9,90.21,NA
2006-02-03,126.27,90.85,NA
2006-02-06,126.6,91.03,NA
2006-02-07,125.48,90.6,NA
2006-02-08,126.62,90.39,4.5
2006-02-09,126.41,90.8,NA
2006-02-10,126.64,90.3,NA
2006-02-13,126.41,90.31,NA
2006-02-14,127.75,89.99,NA
2006-02-15,128.2,90.21,4.49
2006-02-16,129.16,90.23,NA
2006-02-17,128.81,90.95,NA
2006-02-21,128.49,90.8,NA
2006-02-22,129.27,91.42,4.49
2006-02-23,129.08,91.19,NA
2006-02-24,129.41,91.05,NA
2006-02-27,129.46,90.9,NA
2006-02-28,128.23,91.35,NA
2006-03-01,129.37,90.48,4.5
2006-03-02,129.36,89.85,NA
2006-03-03,128.76,89.33,NA
2006-03-06,128.17,88.55,NA
2006-03-07,127.97,88.61,NA
2006-03-08,128.24,88.58,4.51
2006-03-09,127.38,88.61,NA
2006-03-10,128.59,88.28,NA
2006-03-13,128.83,88.21,NA
2006-03-14,130.18,88.8,NA
2006-03-15,130.76,88.32,4.51
2006-03-16,131.03,89.12,NA
2006-03-17,130.62,88.85,NA
2006-03-20,130.41,89.01,NA
2006-03-21,129.59,88.53,NA
2006-03-22,130.38,88.72,4.57
2006-03-23,130.11,88.44,NA
2006-03-24,130.21,89.09,NA
2006-03-27,130.02,88.78,NA
2006-03-28,129.22,88,NA
2006-03-29,130.03,87.51,4.7
2006-03-30,129.8,86.9,NA
2006-03-31,129.83,86.87,NA
2006-04-03,129.73,86.57,NA
2006-04-04,130.56,86.48,NA
2006-04-05,131.01,86.6,4.88
2006-04-06,130.87,85.94,NA
2006-04-07,129.54,85.1,NA
2006-04-10,129.74,85.26,NA
2006-04-11,128.64,85.56,NA
2006-04-12,128.88,85.04,4.76
2006-04-13,128.71,84.44,NA
2006-04-17,128.66,84.75,NA
2006-04-18,130.7,84.9,NA
2006-04-19,130.95,84.38,4.77
2006-04-20,131.13,84.31,NA
2006-04-21,131.15,84.8,NA
2006-04-24,130.91,85.14,NA
2006-04-25,130.37,84.13,NA
2006-04-26,130.4,83.99,4.74
2006-04-27,131.03,84.1,NA
2006-04-28,131.47,84.16,NA
2006-05-01,130.4,83.2,NA
2006-05-02,131.38,83.42,NA
2006-05-03,130.89,83.24,4.83
2006-05-04,131.36,83.1,NA
2006-05-05,132.52,83.6,NA
2006-05-08,132.36,83.65,NA
2006-05-09,132.62,83.6,NA
2006-05-10,132.55,83.75,4.84
2006-05-11,130.95,83.34,NA
2006-05-12,129.24,82.68,NA
2006-05-15,129.5,82.98,NA
2006-05-16,129.31,83.58,NA
2006-05-17,126.85,83.08,5
2006-05-18,126.21,84.21,NA
2006-05-19,127.1,84.43,NA
2006-05-22,126.13,84.61,NA
2006-05-23,125.17,84.56,NA
2006-05-24,126.17,84.6,4.98
2006-05-25,127.73,84.27,NA
2006-05-26,128.38,84.21,NA
2006-05-30,126.1,84.17,NA
2006-05-31,127.51,83.67,5.01
2006-06-01,128.73,83.71,NA
2006-06-02,129,84.79,NA
2006-06-05,127.12,84.68,NA
2006-06-06,126.81,85.08,NA
2006-06-07,125.86,85.1,4.99
2006-06-08,125.75,85.27,NA
2006-06-09,125.35,85.72,NA
2006-06-12,123.99,85.79,NA
2006-06-13,122.55,85.85,NA
2006-06-14,123.5,84.99,5
2006-06-15,126.12,84.5,NA
2006-06-16,124.65,84.31,NA
2006-06-19,123.67,84.19,NA
2006-06-20,124.09,84.05,NA
2006-06-21,125.01,84.07,4.95
2006-06-22,124.46,83.59,NA
2006-06-23,124.47,83.42,NA
2006-06-26,124.99,83.42,NA
2006-06-27,123.91,83.67,NA
2006-06-28,124.75,83.25,5
2006-06-29,127.27,83.51,NA
2006-06-30,127.23,84.32,NA
2006-07-03,127.8,83.91,NA
2006-07-05,127.07,83.24,5.14
2006-07-06,127.44,83.75,NA
2006-07-07,126.61,84.29,NA
2006-07-10,126.85,84.37,NA
2006-07-11,127.41,84.64,NA
2006-07-12,126.05,84.66,5.24
2006-07-13,124,84.99,NA
2006-07-14,123.52,85.04,NA
2006-07-17,123.34,85.17,NA
2006-07-18,123.97,84.44,NA
2006-07-19,125.69,85.24,5.25
2006-07-20,124.83,85.49,NA
2006-07-21,123.95,85.33,NA
2006-07-24,126.21,85.28,NA
2006-07-25,126.66,85.03,NA
2006-07-26,126.83,85.34,5.24
2006-07-27,126.71,85.21,NA
2006-07-28,127.98,85.7,NA
2006-07-31,127.85,85.8,NA
2006-08-01,127.22,85.46,NA
2006-08-02,128.08,85.78,5.27
2006-08-03,128.42,85.8,NA
